run_id,fixture_id,experiment,variant,source,status,decision,reason_codes,true_h_mm,h_mm,lower_mm,upper_mm,threshold_mm,error_mm,abs_error_mm,covered,h_raw_mean_mm,h_maxminus_min_mm,maxminus_min_error_mm,burst_sd_mm,u_random_mm,u_scale_mm,u_seg_mm,u_c_mm,interval_width_mm,rho_min_px_per_mm,blur_sigma_mm,michelson_contrast,snr,overshoot_ratio,reproj_rms_px,reproj_max_px,edge_rms_px,lomo_rel_spread,view_tilt_deg,z_mm,hull_margin_mm,jacobian_ratio,scanline_fraction,median_crossings,thickness_over_z,clip_bright_frac,clip_dark_frac,frames_ok,frames_requested,failed_stage,failed_gate,glyph_shape,shape_class,design_h_mm,ink_spread_mm,pose_tilt_deg,pose_z_mm,glyph_plane_offset_mm,glyph_plane_tilt_deg,undistort_enabled,linearize_enabled,algorithm_version,timing_s,safety_class
E_DECISION-3.30__base,E_DECISION-3.30,E_DECISION,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.300000,3.300211,3.274272,3.326150,3.000000,0.000211,0.000211,1,3.300211,3.302589,0.002589,0.004926,0.001862,0.000162,0.015433,0.015768,0.051878,17.981876,0.052860,0.909906,624.340577,0.008489,0.095689,0.181361,0.057887,0.000185,0.643985,,27.000000,1.000096,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.300000,0.000000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.754543,SAFE
E_DECISION-3.60__base,E_DECISION-3.60,E_DECISION,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.600000,3.599795,3.573479,3.626111,3.000000,-0.000205,0.000205,1,3.599795,3.602847,0.002847,0.003139,0.001186,0.000286,0.015689,0.015998,0.052632,17.902287,0.053167,0.910140,606.515465,0.006030,0.114435,0.203786,0.058307,0.000241,0.382256,,27.000000,1.000068,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.600000,0.000000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.802723,SAFE
E_DISTORT-offaxis__undistort_off,E_DISTORT-offaxis,E_DISTORT,undistort_off,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_GEOMETRY,,PHYSICAL_SIZE_NOT_ESTABLISHED_GEOMETRY|GATE_REPROJ_RMS_PX,3.060000,,,,2.754000,,,,3.069585,3.078372,0.018372,0.003911,0.001478,0.003273,0.017460,0.017994,0.059200,17.795201,0.053624,0.909707,427.971663,0.009620,0.821922,1.192355,0.064694,0.001988,0.427194,,20.000000,1.000811,0.958333,2.000000,0.000000,0.000000,0.000000,7,7,GEOMETRY,reproj_rms_px,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,False,True,P0-min-1.0.0,3.505362,DIAGNOSTIC
E_DISTORT-offaxis__undistort_on,E_DISTORT-offaxis,E_DISTORT,undistort_on,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.061129,3.034063,3.088195,2.754000,0.001129,0.001129,1,3.061129,3.063399,0.003399,0.003330,0.001259,0.000182,0.016221,0.016454,0.054132,17.884685,0.053352,0.909687,613.243245,0.007903,0.079704,0.174441,0.064694,0.000273,0.405711,,20.000000,1.000792,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.624593,DIAGNOSTIC
E_ILLUM-glare-mild__base,E_ILLUM-glare-mild,E_ILLUM,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.062747,3.037301,3.088192,2.754000,0.002747,0.002747,1,3.062747,3.063978,0.003978,0.002058,0.000778,0.000244,0.015252,0.015468,0.050891,17.902611,0.053250,0.909194,638.057560,0.006109,0.117290,0.198301,0.059211,0.000291,0.455120,,27.000000,1.000084,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.662301,SAFE
E_ILLUM-gradient__base,E_ILLUM-gradient,E_ILLUM,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.060398,3.033345,3.087451,2.754000,0.000398,0.000398,1,3.060398,3.061348,0.001348,0.002464,0.000931,0.000269,0.016234,0.016446,0.054107,17.898544,0.052766,0.909961,598.016862,0.008277,0.115580,0.218036,0.057430,0.000329,0.382251,,27.000000,1.000133,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.815452,SAFE
E_INKSPREAD-0.00__base,E_INKSPREAD-0.00,E_INKSPREAD,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.000000,3.002579,2.976392,3.028766,2.700000,0.002579,0.002579,1,3.002579,3.006649,0.006649,0.001664,0.000629,0.000191,0.015723,0.015919,0.052374,17.907646,0.053393,0.909331,596.004482,0.008940,0.082380,0.116963,0.059397,0.000207,0.529650,,27.000000,1.000057,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.000000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.622873,SAFE
E_INKSPREAD-0.03__base,E_INKSPREAD-0.03,E_INKSPREAD,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.058950,3.030926,3.086974,2.754000,-0.001050,0.001050,1,3.058950,3.060601,0.000601,0.003833,0.001449,0.000230,0.016796,0.017036,0.056048,17.906456,0.053150,0.909801,611.142637,0.010488,0.111704,0.228597,0.061673,0.000187,0.307635,,27.000000,1.000087,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.707503,SAFE
E_INKSPREAD-0.06__base,E_INKSPREAD-0.06,E_INKSPREAD,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.120000,3.119895,3.093855,3.145936,2.808000,-0.000105,0.000105,1,3.119895,3.120714,0.000714,0.003316,0.001253,0.000168,0.015581,0.015830,0.052081,17.818395,0.053412,0.910224,632.122445,0.006099,0.096109,0.160730,0.060420,0.000156,0.558587,,27.000000,1.000081,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.060000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.673765,SAFE
E_INKSPREAD-0.12__base,E_INKSPREAD-0.12,E_INKSPREAD,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.240000,3.238116,3.212354,3.263879,2.916000,-0.001884,0.001884,1,3.238116,3.240443,0.000443,0.003843,0.001453,0.000209,0.015376,0.015661,0.051525,17.901756,0.053074,0.910597,622.795910,0.005637,0.112906,0.211096,0.058952,0.000330,0.318900,,27.000000,1.000076,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.120000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.761789,SAFE
E_LINEARIZE-nominal__gamma,E_LINEARIZE-nominal,E_LINEARIZE,gamma,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_GEOMETRY,,PHYSICAL_SIZE_NOT_ESTABLISHED_GEOMETRY|GATE_REPROJ_RMS_PX,3.060000,,,,2.754000,,,,3.016464,3.029815,-0.030185,0.002952,0.001116,0.000247,0.017197,0.017402,0.057254,17.972520,0.056356,0.617616,1111.671614,0.004160,0.593194,0.749972,0.066441,0.000205,0.306777,,27.000000,1.000179,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,GEOMETRY,reproj_rms_px,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,False,P0-min-1.0.0,3.692713,DIAGNOSTIC
E_LINEARIZE-nominal__gamma_glyph_only,E_LINEARIZE-nominal,E_LINEARIZE,gamma_glyph_only,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.015852,2.987254,3.044449,2.754000,-0.044148,0.044148,0,3.015852,3.029285,-0.030715,0.002975,0.001124,0.000199,0.017179,0.017385,0.057196,17.974796,0.053214,0.617626,1105.940045,0.004392,0.097773,0.187621,0.059327,0.000167,0.299171,,27.000000,1.000055,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,False,P0-min-1.0.0,3.622323,DIAGNOSTIC
E_LINEARIZE-nominal__linear,E_LINEARIZE-nominal,E_LINEARIZE,linear,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.060426,3.033627,3.087225,2.754000,0.000426,0.000426,1,3.060426,3.062304,0.002304,0.002548,0.000963,0.000202,0.016076,0.016291,0.053598,17.974796,0.053214,0.910259,618.503041,0.008368,0.097773,0.187621,0.059327,0.000167,0.299171,,27.000000,1.000055,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.704369,DIAGNOSTIC
E_MATH-BAR_I-2.0__base,E_MATH-BAR_I-2.0,E_MATH,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,2.000000,2.000000,1.978731,2.021269,1.800000,0.000000,0.000000,1,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.012830,0.012929,0.042537,18.000000,0.034682,0.906977,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,27.000000,1.000000,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,2.000000,0.000000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.458791,SAFE
E_MATH-BAR_I-4.0__base,E_MATH-BAR_I-4.0,E_MATH,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,4.000000,4.000000,3.978249,4.021751,3.600000,0.000000,0.000000,1,4.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.012830,0.013222,0.043502,18.000000,0.034682,0.906977,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,27.000000,1.000000,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.586943,SAFE
E_MATH-H-2.0__base,E_MATH-H-2.0,E_MATH,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,2.000000,2.000000,1.978731,2.021269,1.800000,-0.000000,0.000000,1,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.012830,0.012929,0.042537,18.000000,0.034682,0.906977,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,27.000000,1.000000,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,H,FLAT_TOP,2.000000,0.000000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.538925,SAFE
E_MATH-H-4.0__base,E_MATH-H-4.0,E_MATH,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,4.000000,4.000000,3.978249,4.021751,3.600000,0.000000,0.000000,1,4.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.012830,0.013222,0.043502,18.000000,0.034682,0.906977,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,27.000000,1.000000,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,H,FLAT_TOP,4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.617924,SAFE
E_MATH-RING_O-2.0__base,E_MATH-RING_O-2.0,E_MATH,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,2.000000,1.992033,1.972893,2.011174,1.800000,-0.007967,0.007967,1,1.992033,1.994590,-0.005410,0.000000,0.000516,0.000000,0.011514,0.011635,0.038281,18.000000,0.034682,0.906977,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,27.000000,1.000000,1.000000,4.000000,0.000000,0.000000,0.000000,7,7,,,RING_O,ROUND,2.000000,0.000000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.489827,SAFE
E_MATH-RING_O-4.0__base,E_MATH-RING_O-4.0,E_MATH,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,4.000000,3.997106,3.978406,4.015805,3.600000,-0.002894,0.002894,1,3.997106,4.000000,0.000000,0.000000,0.000904,0.000000,0.010872,0.011368,0.037399,18.000000,0.034682,0.906977,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,27.000000,1.000000,1.000000,4.000000,0.000000,0.000000,0.000000,7,7,,,RING_O,ROUND,4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.900970,SAFE
E_MATH-T-2.0__base,E_MATH-T-2.0,E_MATH,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,2.000000,2.001459,1.980457,2.022462,1.800000,0.001459,0.001459,1,2.001459,2.017512,0.017512,0.000000,0.000366,0.000000,0.012661,0.012767,0.042005,18.000000,0.034682,0.906977,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,27.000000,1.000000,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,T,FLAT_TOP,2.000000,0.000000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.541900,SAFE
E_MATH-T-4.0__base,E_MATH-T-4.0,E_MATH,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,4.000000,4.000030,3.978285,4.021776,3.600000,0.000030,0.000030,1,4.000030,4.000362,0.000362,0.000000,0.000008,0.000000,0.012827,0.013219,0.043491,18.000000,0.034682,0.906977,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,27.000000,1.000000,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,T,FLAT_TOP,4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.757776,SAFE
E_NOISE-0.000__base,E_NOISE-0.000,E_NOISE,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.059312,3.034003,3.084620,2.754000,-0.000688,0.000688,1,3.059312,3.060296,0.000296,0.003595,0.001359,0.000265,0.015126,0.015385,0.050616,17.901211,0.053067,0.906977,4341.795676,0.000000,0.119831,0.222703,0.056461,0.000347,0.397390,,27.000000,1.000108,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.713810,DIAGNOSTIC
E_NOISE-0.005__base,E_NOISE-0.005,E_NOISE,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.061517,3.034984,3.088050,2.754000,0.001517,0.001517,1,3.061517,3.064259,0.004259,0.002430,0.000918,0.000200,0.015915,0.016129,0.053066,17.877481,0.053541,0.914685,243.354478,0.016584,0.099061,0.202592,0.063750,0.000147,0.475757,,27.000000,1.000115,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.732083,DIAGNOSTIC
E_NOISE-0.012__base,E_NOISE-0.012,E_NOISE,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.061390,3.036037,3.086743,2.754000,0.001390,0.001390,1,3.061390,3.065836,0.005836,0.003021,0.001142,0.000146,0.015173,0.015412,0.050707,17.886333,0.052954,0.925772,110.412536,0.037719,0.077993,0.133750,0.069195,0.000231,0.333585,,27.000000,1.000083,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.700167,DIAGNOSTIC
E_NOISE-0.025__base,E_NOISE-0.025,E_NOISE,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY,,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY|GATE_OVERSHOOT_RATIO,3.060000,,,,2.754000,,,,3.063033,3.070368,0.010368,0.003321,0.001255,0.000223,0.016007,0.016243,0.053440,17.971434,0.053557,0.949489,47.837200,0.083748,0.083302,0.144976,0.101023,0.000221,0.565159,,27.000000,1.000065,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,IMAGE_QUALITY,overshoot_ratio,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.698632,DIAGNOSTIC
E_NOMINAL-BAR_I-1.5__base,E_NOMINAL-BAR_I-1.5,E_NOMINAL,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,1.560000,1.560041,1.533090,1.586992,1.404000,0.000041,0.000041,1,1.560041,1.561833,0.001833,0.003335,0.001260,0.000087,0.016287,0.016383,0.053901,17.828367,0.053011,0.902001,106.333385,0.007581,0.132479,0.223744,0.063313,0.000192,0.366757,,27.000000,1.000066,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,1.500000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.570185,SAFE
E_NOMINAL-BAR_I-2.0__base,E_NOMINAL-BAR_I-2.0,E_NOMINAL,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,2.060000,2.060017,2.032836,2.087198,1.854000,0.000017,0.000017,1,2.060017,2.063189,0.003189,0.003038,0.001148,0.000118,0.016401,0.016523,0.054362,17.879959,0.053322,0.908416,238.290955,0.009421,0.084009,0.174733,0.064574,0.000198,0.512767,,27.000000,1.000071,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,2.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.521005,SAFE
E_NOMINAL-BAR_I-3.0__base,E_NOMINAL-BAR_I-3.0,E_NOMINAL,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.058976,3.032503,3.085450,2.754000,-0.001024,0.001024,1,3.058976,3.061115,0.001115,0.003199,0.001209,0.000211,0.015859,0.016094,0.052948,17.902953,0.053195,0.909969,622.406761,0.007028,0.103205,0.171038,0.061082,0.000171,0.484875,,27.000000,1.000095,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.636163,SAFE
